20190715113516 	 993.078613 	 27.260 	 400.000 	 0.000 
8977 	 8b9d 
20190715113547 	 993.086914 	 27.390 	 400.000 	 0.000 
20190715113617 	 993.057617 	 27.450 	 400.000 	 0.000 
20190715113647 	 993.022705 	 27.560 	 400.000 	 0.000 
20190715113717 	 993.044189 	 27.590 	 400.000 	 0.000 
20190715113747 	 993.043701 	 27.600 	 400.000 	 0.000 
20190715113817 	 993.077881 	 27.610 	 400.000 	 0.000 
20190715113847 	 993.031494 	 27.640 	 400.000 	 0.000 
20190715113918 	 993.040527 	 27.660 	 400.000 	 0.000 
20190715113948 	 993.034668 	 27.660 	 400.000 	 0.000 
20190715114018 	 993.014160 	 27.650 	 400.000 	 0.000 
20190715114048 	 993.027588 	 27.560 	 400.000 	 0.000 
8977 	 8ba2 
20190715114118 	 993.059570 	 27.630 	 400.000 	 0.000 
20190715114148 	 993.045410 	 27.640 	 400.000 	 0.000 
20190715114218 	 993.010498 	 27.650 	 400.000 	 0.000 
20190715114249 	 993.003418 	 27.610 	 400.000 	 0.000 
20190715114319 	 993.043945 	 27.600 	 400.000 	 0.000 
20190715114349 	 993.020752 	 27.570 	 400.000 	 0.000 
20190715114419 	 993.008057 	 27.540 	 400.000 	 0.000 
20190715114449 	 993.021484 	 27.540 	 400.000 	 0.000 
20190715114519 	 993.011230 	 27.590 	 400.000 	 0.000 
20190715114549 	 993.010742 	 27.620 	 400.000 	 0.000 
20190715114619 	 992.970459 	 27.660 	 400.000 	 0.000 
8977 	 8ba8 
20190715114650 	 992.960938 	 27.700 	 400.000 	 0.000 
20190715114720 	 992.953857 	 27.700 	 400.000 	 0.000 
20190715114750 	 992.952881 	 27.690 	 400.000 	 0.000 
20190715114820 	 992.971191 	 27.740 	 400.000 	 0.000 
20190715114850 	 992.976318 	 27.770 	 400.000 	 0.000 
20190715114920 	 992.965088 	 27.780 	 400.000 	 0.000 
20190715114950 	 992.945801 	 27.780 	 400.000 	 0.000 
20190715115020 	 992.927979 	 27.760 	 400.000 	 0.000 
20190715115051 	 992.916504 	 27.720 	 400.000 	 0.000 
20190715115121 	 992.926514 	 27.650 	 400.000 	 0.000 
20190715115151 	 992.928955 	 27.620 	 400.000 	 0.000 
8977 	 8bae 
20190715115221 	 992.920166 	 27.620 	 400.000 	 0.000 
20190715115251 	 992.882080 	 27.600 	 400.000 	 0.000 
20190715115321 	 992.893555 	 27.540 	 400.000 	 0.000 
20190715115351 	 992.899902 	 27.550 	 400.000 	 0.000 
20190715115422 	 992.888672 	 27.510 	 400.000 	 0.000 
20190715115452 	 992.871582 	 27.480 	 400.000 	 0.000 
20190715115522 	 992.916748 	 27.450 	 400.000 	 0.000 
20190715115552 	 992.862305 	 27.410 	 400.000 	 0.000 
20190715115622 	 992.890381 	 27.370 	 400.000 	 0.000 
20190715115652 	 992.912354 	 27.320 	 400.000 	 0.000 
20190715115722 	 992.876709 	 27.290 	 400.000 	 0.000 
8977 	 8bb3 
20190715115753 	 992.870361 	 27.300 	 400.000 	 0.000 
20190715115823 	 992.912109 	 27.290 	 400.000 	 0.000 
20190715115853 	 992.898438 	 27.270 	 400.000 	 0.000 
20190715115923 	 992.881836 	 27.280 	 400.000 	 0.000 
20190715115953 	 992.909668 	 27.220 	 400.000 	 0.000 
20190715120023 	 992.909424 	 27.240 	 400.000 	 0.000 
20190715120053 	 992.913818 	 27.340 	 400.000 	 0.000 
20190715120123 	 992.888184 	 27.440 	 400.000 	 0.000 
20190715120154 	 992.831787 	 27.510 	 400.000 	 0.000 
20190715120224 	 992.863770 	 27.610 	 400.000 	 0.000 
20190715120254 	 992.855713 	 27.650 	 400.000 	 0.000 
8977 	 8bb9 
20190715120324 	 992.851562 	 27.680 	 400.000 	 0.000 
20190715120354 	 992.805908 	 27.680 	 400.000 	 0.000 
20190715120424 	 992.794922 	 27.690 	 400.000 	 0.000 
20190715120454 	 992.787354 	 27.680 	 400.000 	 0.000 
20190715120525 	 992.809814 	 27.640 	 400.000 	 0.000 
20190715120555 	 992.806152 	 27.660 	 400.000 	 0.000 
20190715120625 	 992.794189 	 27.710 	 400.000 	 0.000 
20190715120655 	 992.778564 	 27.750 	 400.000 	 0.000 
20190715120725 	 992.766846 	 27.700 	 400.000 	 0.000 
20190715120755 	 992.782959 	 27.730 	 400.000 	 0.000 
20190715120825 	 992.764893 	 27.770 	 400.000 	 0.000 
8977 	 8bbf 
20190715120856 	 992.750244 	 27.720 	 400.000 	 0.000 
20190715120926 	 992.775635 	 27.730 	 400.000 	 0.000 
20190715120956 	 992.762451 	 27.760 	 400.000 	 0.000 
20190715121026 	 992.729736 	 27.710 	 400.000 	 0.000 
20190715121056 	 992.737549 	 27.660 	 400.000 	 0.000 
