20190715123354 	 992.625488 	 27.280 	 400.000 	 18.000 
8979 	 8cfe 
20190715123424 	 992.614258 	 27.280 	 400.000 	 29.000 
20190715123454 	 992.610107 	 27.360 	 400.000 	 49.000 
20190715123524 	 992.621094 	 27.450 	 400.000 	 61.000 
20190715123554 	 992.625977 	 27.550 	 400.000 	 60.000 
20190715123624 	 992.605225 	 27.650 	 400.000 	 58.000 
20190715123654 	 992.614990 	 27.710 	 400.000 	 51.000 
20190715123725 	 992.595703 	 27.710 	 400.000 	 56.000 
20190715123755 	 992.609375 	 27.780 	 400.000 	 48.000 
20190715123825 	 992.623291 	 27.770 	 400.000 	 45.000 
20190715123855 	 992.604492 	 27.810 	 400.000 	 52.000 
20190715123925 	 992.626709 	 27.860 	 400.000 	 55.000 
8979 	 8cfe 
20190715123955 	 992.643555 	 27.870 	 400.000 	 51.000 
20190715124025 	 992.604004 	 27.870 	 400.000 	 55.000 
20190715124056 	 992.633301 	 27.880 	 400.000 	 52.000 
20190715124126 	 992.632080 	 27.830 	 400.000 	 51.000 
20190715124156 	 992.602783 	 27.840 	 400.000 	 50.000 
20190715124226 	 992.573730 	 27.870 	 400.000 	 57.000 
20190715124256 	 992.613037 	 27.890 	 400.000 	 53.000 
20190715124326 	 992.614990 	 27.880 	 400.000 	 50.000 
20190715124356 	 992.635742 	 27.900 	 400.000 	 57.000 
20190715124426 	 992.638672 	 27.930 	 400.000 	 46.000 
20190715124457 	 992.622314 	 27.930 	 400.000 	 57.000 
8979 	 8cfe 
20190715124527 	 992.621582 	 27.910 	 400.000 	 55.000 
20190715124557 	 992.646973 	 27.900 	 400.000 	 63.000 
20190715124627 	 992.632568 	 27.900 	 400.000 	 73.000 
20190715124657 	 992.591553 	 27.890 	 400.000 	 73.000 
20190715124727 	 992.624756 	 27.810 	 400.000 	 81.000 
20190715124757 	 992.599121 	 27.810 	 400.000 	 60.000 
20190715124828 	 992.626221 	 27.790 	 400.000 	 53.000 
20190715124858 	 992.607422 	 27.760 	 400.000 	 49.000 
20190715124928 	 992.611572 	 27.730 	 400.000 	 37.000 
20190715124958 	 992.618408 	 27.710 	 400.000 	 48.000 
20190715125028 	 992.600098 	 27.680 	 400.000 	 47.000 
8979 	 8cfe 
20190715125058 	 992.614990 	 27.630 	 400.000 	 35.000 
20190715125128 	 992.618896 	 27.630 	 400.000 	 41.000 
20190715125159 	 992.609863 	 27.580 	 400.000 	 34.000 
20190715125229 	 992.592529 	 27.530 	 400.000 	 36.000 
20190715125259 	 992.595947 	 27.460 	 400.000 	 24.000 
20190715125329 	 992.632812 	 27.480 	 400.000 	 38.000 
20190715125359 	 992.635254 	 27.480 	 400.000 	 20.000 
20190715125429 	 992.620117 	 27.450 	 400.000 	 22.000 
20190715125459 	 992.585205 	 27.380 	 400.000 	 29.000 
20190715125529 	 992.560547 	 27.390 	 400.000 	 24.000 
20190715125600 	 992.563965 	 27.320 	 400.000 	 22.000 
8979 	 8cfe 
